"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"500 - wt-7 - ripe5","wt-7","ripe5","500","-2.74265220079196","24.8880781324431","10","26.8865","98.6263043"
"500 - wt-7 - ripe5","wt-7","ripe5","500","-2.47280775051592","33.4236935875856","20","26.9789","98.6233504"
"500 - wt-7 - ripe5","wt-7","ripe5","500","-1.81676423251348","39.8268316889715","30","26.9926","98.6247203"
"500 - wt-7 - ripe5","wt-7","ripe5","500","-1.23467130946971","46.1865373951964","40","26.9662","98.627005"
"500 - wt-7 - ripe5","wt-7","ripe5","500","-0.538468368173879","51.9553763628503","50","26.9896","98.6329452"
"500 - wt-7 - ripe5","wt-7","ripe5","500","1.13664368377077","65.8549802318717","75","27.0056","98.6369249"
"500 - wt-7 - ripe5","wt-7","ripe5","500","2.81909143404274","78.8852540431118","100","27.0353","98.6537833"
"500 - wt-7 - ripe5","wt-7","ripe5","500","5.85066402926305","107.525094966435","150","26.894","98.6623068"
"500 - wt-7 - ripe5","wt-7","ripe5","500","8.90963171545498","133.58266749809","200","26.9552","98.662707"
"500 - wt-7 - ripe5","wt-7","ripe5","500","14.3225441538765","190.19726873325","300","27.0013","98.6625926"
"500 - wt-7 - ripe5","wt-7","ripe5","500","18.8086722931749","255.657436436765","400","27.0482","98.671671"
"500 - wt-7 - ripe5","wt-7","ripe5","500","23.8906360476946","360.236095333791","500","26.9959","98.6243994"
"500 - wt-7 - ripe5","wt-7","ripe5","500","25.6018036703354","450.63040522405","600","26.9246","98.62705"
"500 - wt-7 - ripe5","wt-7","ripe5","500","26.4206865549933","640.621425094114","800","27.0141","98.6166191"
"500 - wt-7 - ripe5","wt-7","ripe5","500","24.9183773525949","843.955877349217","1000","27.04","98.615809"
"500 - wt-7 - ripe5","wt-7","ripe5","500","24.0339869141115","1044.6280299825","1200","26.9583","98.613273"
"500 - wt-7 - ripe5","wt-7","ripe5","500","23.1928451600909","1339.99453854442","1500","26.9424","98.6047702"
