"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","-2.38674240743222","33.1953007789284","10","26.9969","99.672429"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","-1.79945880042248","39.2313570534396","20","26.9891","99.668586"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","-1.29197660948249","45.3294821084289","30","26.8562","99.663418"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","-0.801813383383051","50.961042595997","40","26.9379","99.6681157"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","-0.442965799204806","56.867603759693","50","27.0082","99.6750781"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","0.191789952630582","69.2977216351676","75","27.1137","99.6634317"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","0.57423880110814","83.4954437888368","100","27.0054","99.6616174"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","1.49778642657552","103.050385989104","150","26.9516","99.662505"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","2.18448972318616","121.488306670256","200","26.9302","99.6653152"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","3.69632765831126","159.89959066903","300","27.0058","99.6566827"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","5.54046693452638","201.112092709926","400","27.0383","99.6468444"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","13.1302806917437","476.796821390797","600","27.1325","99.657072"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","14.6551289815833","660.811771726921","800","27.084","99.6528491"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","15.3231386430128","855.247173301408","1000","26.7222","99.6570542"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","15.537884129201","1035.52683480896","1200","27.0139","99.660313"
"250 - wt-1 - mcgrath2","wt-1","mcgrath2","250","16.2201796210926","1304.95806732354","1500","27.0851","99.6527439"
