"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"300 - wt-3 - ripe5","wt-3","ripe5","300","-2.61451794518537","27.7082490241146","10","26.991","98.5108475"
"300 - wt-3 - ripe5","wt-3","ripe5","300","-2.2566491628489","35.6824889135508","20","26.9786","98.514154"
"300 - wt-3 - ripe5","wt-3","ripe5","300","-1.67321551605249","42.2675563327673","30","27.0006","98.5054758"
"300 - wt-3 - ripe5","wt-3","ripe5","300","-1.1116633249735","48.367910029707","40","26.9764","98.4994416"
"300 - wt-3 - ripe5","wt-3","ripe5","300","-0.566829810048079","54.2650752319737","50","27.0178","98.4962338"
"300 - wt-3 - ripe5","wt-3","ripe5","300","0.624881150209729","66.116259865113","75","27.0276","98.5044252"
"300 - wt-3 - ripe5","wt-3","ripe5","300","1.50780750382457","77.576722418406","100","27.0466","98.5120375"
"300 - wt-3 - ripe5","wt-3","ripe5","300","3.28844257952101","98.8161843841915","150","26.8655","98.505251"
"300 - wt-3 - ripe5","wt-3","ripe5","300","4.62304660124376","117.712229354614","200","26.9705","98.508732"
"300 - wt-3 - ripe5","wt-3","ripe5","300","6.92979888881725","149.672643272533","300","26.9619","98.5144769"
"300 - wt-3 - ripe5","wt-3","ripe5","300","8.90164701664294","190.820174865724","400","27.1858","98.528122"
"300 - wt-3 - ripe5","wt-3","ripe5","300","17.2332483449867","379.692004838904","500","26.9765","98.490808"
"300 - wt-3 - ripe5","wt-3","ripe5","300","18.6852721084835","470.167042394402","600","27.0102","98.4648788"
"300 - wt-3 - ripe5","wt-3","ripe5","300","20.8163438316523","654.083358878795","800","27.0041","98.444198"
"300 - wt-3 - ripe5","wt-3","ripe5","300","21.6656499408781","844.91543347224","1000","26.8884","98.455545"
"300 - wt-3 - ripe5","wt-3","ripe5","300","22.0622420330513","1034.42712608545","1200","26.974","98.4660978"
"300 - wt-3 - ripe5","wt-3","ripe5","300","22.3450620049161","1319.24819334279","1500","26.9699","98.462916"
