"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","-3.02748973288432","26.6469150867069","10","27.0202","99.72768"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","-2.29168492840929","32.5049284764812","20","27.0118","99.7298107"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","-1.81393678545887","39.4360485786737","30","26.9398","99.7300937"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","-0.944774143781897","44.616738135909","40","26.9976","99.741592"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","-0.319587810736788","50.6629096245807","50","27.0401","99.75364"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","1.29378632597235","64.8657122328346","75","27.0172","99.751381"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","2.70861531359258","78.9555446216128","100","26.997","99.7554697"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","5.65187053707732","106.648582228802","150","26.966","99.7520835"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","8.35213996558622","131.761339194159","200","27.0041","99.7580926"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","13.3822412729863","184.09935441542","300","27.0012","99.762089"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","17.6634130048939","234.309286015525","400","27.012","99.766226"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","32.2587886188613","414.501712947339","600","26.9723","99.7143857"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","36.6868334170023","585.341223974941","800","27.0099","99.713991"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","36.881529925223","777.307226792987","1000","27.0355","99.713387"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","34.9795302909807","978.575934278525","1200","27.0373","99.6990186"
"1500 - wt-10 - mcgrath2","wt-10","mcgrath2","1500","32.5734638286393","1285.71390286681","1500","26.8871","99.6947246"
