"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","-1.85621231576257","24.0222712598725","10","26.9363","99.061909"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","-1.64609494151338","33.0405715632119","20","26.9553","99.0591755"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","-1.17830951747117","39.9175197328434","30","26.9994","99.063954"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","-0.795432784882217","46.9775771321628","40","26.9865","99.055726"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","-0.396597295455149","53.305147437159","50","26.9793","99.056165"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","0.475980453562947","66.9658731636351","75","26.9878","99.0521109"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","1.16312476717421","80.0603966908517","100","26.9649","99.0551444"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","2.33823348841301","104.913711301064","150","26.9661","99.056242"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","3.30219368059689","130.045329801812","200","26.9902","99.044362"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","5.33350293110696","181.90607885824","300","27.0002","99.0386062"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","7.04379302792723","234.915772512808","400","27.0509","99.043548"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","10.8595159038699","416.696525001723","500","26.9855","99.080161"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","11.6649250893157","512.569211729478","600","26.9595","99.083597"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","12.6151626075366","702.858400446898","800","26.9823","99.086933"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","13.3401086627505","890.876390124592","1000","27.0193","99.084583"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","13.4818964550861","1079.90473704723","1200","27.0128","99.084919"
"200 - wt-8 - mcgrath1","wt-8","mcgrath1","200","13.9299774255684","1359.16228173543","1500","27.0304","99.0894614"
