"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","-2.39861487601873","30.8653067279819","10","27.0093","98.516443"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","-1.79142382374245","36.5218134271982","20","26.9863","98.516751"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","-1.31505772463681","42.9644775356267","30","26.9873","98.4995148"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","-0.832385779462404","48.7012221641391","40","26.9975","98.501089"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","-0.423590476812291","54.5888064612303","50","27.0272","98.495398"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","0.528863020414188","64.9687082896731","75","26.9905","98.5026108"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","1.06440049558153","76.8762396530747","100","27.0494","98.5128834"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","2.20824512619263","97.9640614566437","150","26.95","98.50324"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","4.55883178271778","108.335577588859","300","27.0486","98.50392"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","2.90841791123656","117.50715836967","200","26.7913","98.508091"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","5.81620685732649","179.911437778603","400","27.0165","98.519435"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","19.5103488623668","343.620043603427","500","26.9693","98.49025"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","22.1833737247735","426.032570885264","600","27.0176","98.475257"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","24.7076995978264","609.441683034957","800","27.018","98.450992"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","24.4290396340007","812.405935678276","1000","26.9589","98.444159"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","23.2784352226035","1018.86655163056","1200","26.8755","98.4643738"
"500 - wt-9 - mcgrath1","wt-9","mcgrath1","500","23.1649778196065","1311.2437026219","1500","27.0625","98.472522"
