"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","-2.18342017162125","22.1254107053973","10","26.945","98.638572"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","-1.8771722470286","30.446513317796","20","27.0132","98.638888"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","-1.37171489450825","37.7219258542858","30","27.0439","98.633066"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","-0.827008753409078","44.3690428967442","40","26.9926","98.6357746"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","-0.327811979944906","51.0946332613656","50","26.8656","98.639371"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","0.925490737824812","66.019440100479","75","26.9687","98.634051"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","2.15285843789434","78.9493160773496","100","27.0358","98.6331634"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","4.33800002097221","103.425335446459","150","26.9768","98.6345853"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","6.15126685815164","128.461387170317","200","26.9221","98.639176"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","9.28744026809299","169.835099601191","300","27.021","98.644572"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","11.611474863138","204.514826808581","400","26.967","98.644396"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","21.292837928742","375.953368270928","500","26.9968","98.615605"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","22.9241556458196","467.785938429654","600","26.884","98.6053621"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","23.5316346110398","660.015721932858","800","27.0615","98.60128"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","21.6381187826902","866.199101319107","1000","27.0341","98.591969"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","20.1884165469478","1065.71712658475","1200","26.9444","98.59742"
"600 - wt-1 - mcgrath1","wt-1","mcgrath1","600","19.5983518109301","1355.39426385109","1500","27.0342","98.6023214"
