"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","-1.76006722406735","20.2043420129396","10","27.0442","98.8478962"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","-1.68635203315359","29.8952275708038","20","27.0626","98.8652673"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","-1.43664207490321","38.4420943531867","30","27.0603","98.8626611"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","-1.03011229096054","45.7473701679196","40","26.9653","98.857493"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","-0.383072662503123","51.3113054895466","50","26.983","98.854365"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","1.32857030707324","63.870137474526","75","26.9075","98.8581567"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","2.73702709232593","76.9774201845439","100","26.939","98.8516434"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","5.58126759511056","100.676282735386","150","26.9873","98.857699"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","8.17977185345374","121.542669438929","200","27.0674","98.8673969"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","13.2869045951713","166.239937639877","300","27.0347","98.865924"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","17.5002613332807","211.729381042727","400","26.9957","98.8466741"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","28.8842740116147","327.071623597247","500","26.9744","98.883966"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","33.5178571250126","399.621109376504","600","27.064","98.8800093"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","36.9355776836509","577.85480651824","800","27.0719","98.8843789"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","35.6991774017471","785.970799306849","1000","26.9513","98.886074"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","34.5990250540601","988.987571448284","1200","26.9772","98.8847829"
"1200 - wt-6 - mcgrath1","wt-6","mcgrath1","1200","33.155369264608","1290.56502714518","1500","26.9677","98.874944"
