"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"250 - wt-1 - ripe5","wt-1","ripe5","250","-2.30251658532614","24.0950431459745","10","26.9804","98.738519"
"250 - wt-1 - ripe5","wt-1","ripe5","250","-2.14694509922392","33.6290409320933","20","26.9816","98.7392777"
"250 - wt-1 - ripe5","wt-1","ripe5","250","-1.66085016868033","41.0661290806549","30","27.0017","98.738348"
"250 - wt-1 - ripe5","wt-1","ripe5","250","-1.2059561615252","48.1698159835086","40","27.0009","98.746207"
"250 - wt-1 - ripe5","wt-1","ripe5","250","-0.686645822358839","54.4899817284105","50","27.0011","98.738742"
"250 - wt-1 - ripe5","wt-1","ripe5","250","0.519579377828356","68.5434567742578","75","26.9273","98.7486311"
"250 - wt-1 - ripe5","wt-1","ripe5","250","1.70900466510121","81.6273667035504","100","26.9069","98.755248"
"250 - wt-1 - ripe5","wt-1","ripe5","250","3.6770778473319","107.500463047362","150","26.9912","98.7527817"
"250 - wt-1 - ripe5","wt-1","ripe5","250","5.17924483902072","132.990791336187","200","27.0183","98.7493406"
"250 - wt-1 - ripe5","wt-1","ripe5","250","8.29990653450754","176.287972743598","300","27.0569","98.761776"
"250 - wt-1 - ripe5","wt-1","ripe5","250","10.698591710612","249.874153524744","400","26.8813","98.775747"
"250 - wt-1 - ripe5","wt-1","ripe5","250","14.6823116759224","399.813144854069","500","27.0274","98.724482"
"250 - wt-1 - ripe5","wt-1","ripe5","250","15.970361617387","491.259475843913","600","27.013","98.7209661"
"250 - wt-1 - ripe5","wt-1","ripe5","250","17.4326801697478","678.981345546693","800","26.9106","98.723246"
"250 - wt-1 - ripe5","wt-1","ripe5","250","18.2920684465884","868.007391236715","1000","26.9281","98.7171618"
"250 - wt-1 - ripe5","wt-1","ripe5","250","18.7294229766105","1055.40663115934","1200","27.0057","98.7038896"
"250 - wt-1 - ripe5","wt-1","ripe5","250","18.8058967769945","1342.71941261206","1500","27.0383","98.692293"
