"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-1.84794335655224","29.3306199296501","10","27.0222","99.68971"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-1.46352159233797","36.7076661721308","20","26.9925","99.6933956"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-1.132367951147","44.2971291647248","30","26.9558","99.7059903"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-0.819163657013243","51.2878722136431","40","26.9982","99.713198"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-0.561683049451259","58.4464321604612","50","27.0024","99.7184055"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","-0.0271597976484419","73.8321352787025","75","27.0094","99.7172312"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","0.417699262893135","88.5446942234809","100","26.9886","99.7252324"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","1.13740923632661","117.879658588951","150","26.975","99.726479"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","1.83781953790843","144.993435864833","200","26.9774","99.7270656"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","2.94872530098768","208.275151888478","300","27.0133","99.734025"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","3.69588075655561","293.033329640266","400","26.9955","99.738608"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","5.4080756974934","529.358576070689","600","26.999","99.669199"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","5.79461829986077","715.723628640116","800","26.9736","99.680575"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","6.25016720560576","897.807660528956","1000","27.0155","99.68181"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","6.40344570636177","1075.77614293058","1200","27.0201","99.6772618"
"100 - wt-8 - mcgrath1","wt-8","mcgrath1","100","6.73010407781661","1350.88835420055","1500","27.0061","99.667379"
