"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","-2.84304913527777","29.0916438197919","10","26.9927","99.622941"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","-2.20807461894187","35.0851423230164","20","26.9864","99.6225381"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","-1.56623089846591","40.9579229682623","30","26.9524","99.626382"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","-0.956161558844506","46.7809187582946","40","26.9012","99.622412"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","-0.339426881950971","52.0116760593824","50","27.0091","99.6323"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","0.856654037041767","63.9991497683825","75","27.0667","99.6306494"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","1.94194938860813","73.8083820262011","100","26.9799","99.6228299"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","3.6578616915206","94.6714783330355","150","26.9428","99.6216237"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","4.79715854300501","111.243670295015","200","26.9538","99.6123903"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","6.99875994516415","142.605783209328","300","26.9812","99.6073854"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","8.73643499855855","191.414217611598","400","27.0314","99.611818"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","29.8868929685521","402.442090660029","600","27.0378","99.6110514"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","33.0250119168899","589.404853165021","800","26.9008","99.6102833"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","33.2739857028359","788.759785446453","1000","26.9787","99.6073768"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","33.2353657953308","985.390301784446","1200","27.0084","99.6142746"
"1000 - wt-5 - mcgrath1","wt-5","mcgrath1","1000","32.0531594080297","1276.41871924608","1500","27.083","99.613764"
