"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"300 - wt-8 - ripe5","wt-8","ripe5","300","-2.17440787074396","23.5149478840277","10","27.0212","99.096713"
"300 - wt-8 - ripe5","wt-8","ripe5","300","-1.86274084909088","31.9228674162355","20","27.0023","99.094009"
"300 - wt-8 - ripe5","wt-8","ripe5","300","-1.42605332411999","39.2076065834216","30","26.9882","99.092245"
"300 - wt-8 - ripe5","wt-8","ripe5","300","-0.875019063772289","45.7076549625804","40","26.9319","99.0897221"
"300 - wt-8 - ripe5","wt-8","ripe5","300","-0.392125194939941","52.1402286051211","50","26.9861","99.0824687"
"300 - wt-8 - ripe5","wt-8","ripe5","300","0.737074783004221","65.784988167351","75","27.0146","99.086874"
"300 - wt-8 - ripe5","wt-8","ripe5","300","1.67030166035707","77.7216718892378","100","26.9941","99.0933562"
"300 - wt-8 - ripe5","wt-8","ripe5","300","3.37722819988422","99.2436179384619","150","26.9585","99.102693"
"300 - wt-8 - ripe5","wt-8","ripe5","300","4.55017434244335","117.041283586379","200","26.9961","99.105813"
"300 - wt-8 - ripe5","wt-8","ripe5","300","6.86939381590336","154.50939419612","300","27.0026","99.102595"
"300 - wt-8 - ripe5","wt-8","ripe5","300","8.72364803551336","186.626769581067","400","27.0021","99.098017"
"300 - wt-8 - ripe5","wt-8","ripe5","300","16.4216828520177","393.700477894387","500","26.9808","99.10306"
"300 - wt-8 - ripe5","wt-8","ripe5","300","17.672487130652","485.588794364112","600","27.0195","99.1021966"
"300 - wt-8 - ripe5","wt-8","ripe5","300","19.228097227987","671.831292971169","800","27.013","99.1051959"
"300 - wt-8 - ripe5","wt-8","ripe5","300","19.2599306957413","865.629623888014","1000","26.9826","99.104432"
"300 - wt-8 - ripe5","wt-8","ripe5","300","19.2758412236724","1052.99620076452","1200","26.9913","99.118412"
"300 - wt-8 - ripe5","wt-8","ripe5","300","19.1339814260682","1323.12151306567","1500","27.0105","99.1110435"
