"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","-2.09544930967025","23.9317074402819","10","27.0246","98.713425"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","-1.69903875234113","31.7361734515825","20","27.0272","98.713626"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","-1.37776529792555","39.8133212388113","30","27.018","98.711282"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","-0.995189146773428","47.068273594844","40","26.8534","98.723742"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","-0.660156897825227","54.9347787556","50","27.0151","98.721922"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","0.288312411776499","70.1083596173536","75","26.9985","98.7187537"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","1.11441784939984","84.479754988424","100","26.9049","98.718643"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","2.16454535076929","115.676966113582","150","26.9998","98.729854"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","3.23920070061624","143.955048241286","200","27.0357","98.726327"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","4.9626937231616","212.504136358803","300","26.9553","98.723331"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","6.05538336124082","291.641122222275","400","26.9422","98.731117"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","8.1637030516638","437.624231057415","500","27.051","98.6877783"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","8.6802060540865","533.915876509478","600","27.0134","98.680453"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","9.65732197559212","725.280023833375","800","26.912","98.686865"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","9.80892311311589","917.190851610956","1000","26.9526","98.678322"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","9.930251825858","1108.01410290636","1200","27.0211","98.666812"
"150 - wt-3 - mcgrath1","wt-3","mcgrath1","150","9.92884010964576","1393.97701534768","1500","27.0302","98.6547918"
