"curve_identifier","replicate","instrument","ppfd","A","Ci","CO2_r_sp","TleafCnd","total_pressure"
"NA","UserDefCon","UserDefCon","UserDefCon","GasEx","GasEx","Status","GasEx","calculate_total_pressure"
"NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol mol^(-1)","degrees C","kPa"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","-1.30675366561316","15.8747974565802","10","26.886","99.003411"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","-1.42646450212903","26.3554520779657","20","27.0044","98.9985637"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","-1.40024803264998","36.1088641891711","30","27.0359","98.989749"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","-0.981857777599904","43.8036942373323","40","27.0094","98.9833029"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","-0.334349448353951","50.3051779636248","50","26.9945","98.9812317"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","1.31151001930994","66.1395672816121","75","27.028","98.9838581"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","3.03875507963167","80.8933710023608","100","26.9643","98.9890957"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","6.18823433298159","111.787779356777","150","26.881","98.9866908"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","9.20461977192192","141.644898282079","200","26.9775","98.9873846"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","14.9288098665675","202.333103508613","300","27.0347","98.974879"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","19.8179102989632","267.532513479048","400","27.035","98.971506"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","26.4696429842775","366.787436983022","500","27.0123","98.9685689"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","30.1304518336004","448.164102632133","600","27.0537","98.9591582"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","31.6236872446703","639.099555293732","800","27.0279","98.9655387"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","29.7453877270111","843.738013723451","1000","26.9048","98.969922"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","28.1844621942024","1045.28525522337","1200","26.9403","98.9674793"
"800 - wt-5 - mcgrath1","wt-5","mcgrath1","800","27.3819193600144","1339.59458768704","1500","27.0138","98.97598"
