"averaging","species","plot","instrument","CorrFact","CorrFactPct","DarkAdaptedID","Qmax_d","Fo","Fm","Fv/Fm","A_dark","PS2/1","S","K","Geometry","Tleaf2","Offset","Offset2","Qamb_in","f_farred","Q_modavg","Q_farred","state","period","Total","Tleaf2_mv","Tleaf2_j","Pump","AccH2O_des","AccCO2_soda","AccH2O_hum","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","cf_co2_b","cf_co2_c","cf_co2_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","DIAG","oxygen","file_name","year","doy","curve_identifier","gmc_at_25","alpha_psii","gbs","J_at_25","RL_at_25","Rm_frac","Vcmax_at_25","Vpmax_at_25","Vpr","c4_assimilation_msg","Ca_atmospheric","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC","gmc_tl_avg","J_tl_avg","RL_tl_avg","Vcmax_tl_avg","Vpmax_tl_avg","convergence","convergence_msg","feval","optimizer","operating_Ci","operating_PCm","operating_An","operating_An_model","optimum_val","alpha_psii_lower","alpha_psii_upper","gbs_lower","gbs_upper","gmc_at_25_lower","gmc_at_25_upper","J_at_25_lower","J_at_25_upper","RL_at_25_lower","RL_at_25_upper","Rm_frac_lower","Rm_frac_upper","Vcmax_at_25_lower","Vcmax_at_25_upper","Vpmax_at_25_lower","Vpmax_at_25_upper","Vpr_lower","Vpr_upper","gmc_tl_avg_lower","gmc_tl_avg_upper","J_tl_avg_lower","J_tl_avg_upper","RL_tl_avg_lower","RL_tl_avg_upper","Vcmax_tl_avg_lower","Vcmax_tl_avg_upper","Vpmax_tl_avg_lower","Vpmax_tl_avg_upper","n_Vpc_smallest","n_Vpr_smallest","n_Ac_smallest","n_Aj_smallest","Vpmax_trust","Vpr_trust","Vcmax_trust","J_trust","remove_unreliable_param"
"SysObs","UserDefCon","UserDefCon","UserDefCon","Leak","Leak","FLR","FLR","FLR","FLR","FLR","FLR","FLR","Const","Const","Const","Meas","Meas","Meas","Meas","FlrLS","FlrLS","FlrLS","FlrLS","FlrStats","Stability","Raw","Status2","Status2","Status2","Status2","Status2","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","Auxiliary","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","MchStatus","Status","in","read_gasex_file","NA","NA","NA","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","NA","estimate_operating_point","estimate_operating_point","estimate_operating_point","fit_c4_aci","fit_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","confidence_intervals_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","fit_c4_aci","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points","identify_c4_unreliable_points"
"s","NA","NA","NA","NA","%","NA","NA","NA","NA","NA","micromol m^(-2) s^(-1)","NA","cm^2","NA","NA","degrees C","degrees C","degrees C","micromol m^(-2) s^(-1)","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","s","NA","mV","degrees C","NA","mg","mg","mg","V","V","V","V","NA","NA","NA","NA","NA","NA","V","%","%","NA","NA","NA","micromol mol^(-1)","micromol mol^(-1)","mmol mol^(-1)","mmol mol^(-1)","NA","percent","NA","NA","NA","NA","mol m^(-2) s^(-1) bar^(-1)","dimensionless","mol m^(-2) s^(-1) bar^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","micromol mol^(-1)","NA","NA","NA","(micromol m^(-2) s^(-1))^2","(micromol m^(-2) s^(-1))^2","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","mol m^(-2) s^(-1) bar^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","","","NA","micromol mol^(-1)","microbar","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","dimensionless","dimensionless","mol m^(-2) s^(-1) bar^(-1)","mol m^(-2) s^(-1) bar^(-1)","mol m^(-2) s^(-1) bar^(-1)","mol m^(-2) s^(-1) bar^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","dimensionless","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","mol m^(-2) s^(-1) bar^(-1)","mol m^(-2) s^(-1) bar^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","","","","","","","",""
"0","maize","5","ripe1","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99967","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","0.00117587188380478","-6.26011440543328e-07","2.41796582943236e-10","2","2154","1","23","18","21","../aci_curves_2021/2021-08-04 ed ripe1.xlsx","2021","217","maize - ripe1 - 5 - 2021","1","0","0.003",NA,"4.59157182217792","0.5","37.7510598142015","185.871855059342",NA,"","420","14","3","11","86.4487915028846","6.17491367877747","2.48493735912547","2.80338742340704","73.2172075755246","1.4242742988771",NA,"7.35837842254019","65.6985610284067","265.297362062519",NA,NA,"6030","optimizer_deoptim","187.766775977546","150.374838614377","52.4955750173434","51.9186201162361","32.6086037877623",NA,NA,NA,NA,NA,NA,NA,NA,"3.63183686968626","5.54987989407547",NA,NA,"36.6293808743967","38.878396187971","170.714662793929","202.275504665118",NA,NA,NA,NA,NA,NA,"5.82032277639711","8.89414737301961","63.7464915330406","67.6604762147925","243.663300665732","288.710508540349","14","0","14","0","2","0","2","0","2"
"0","maize","2","ripe2","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00053","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00154219930941761","9.93223079439177e-07","-3.29518194269379e-10","1","2080","1","27","18","21","../aci_curves_2021/2021-08-04 ed ripe2.xlsx","2021","217","maize - ripe2 - 2 - 2021","1","0","0.003",NA,"2.93141370119384","0.5","38.2071147270888","166.852102723872",NA,"","420","14","3","11","59.704976475159","4.26464117679707","2.06510076674168","2.32974786921361","68.0352915646599","1.40487274923221",NA,"4.61263269532466","65.0770276132324","234.886662897057",NA,NA,"6030","optimizer_deoptim","206.734453886173","166.743056552249","55.1213625065664","53.8487137988491","30.0176457823299",NA,NA,NA,NA,NA,NA,NA,NA,"2.1157206749796","3.7461171145415",NA,NA,"37.2415720387419","39.1773545645901","155.355648817403","179.231428781375",NA,NA,NA,NA,NA,NA,"3.32912490502818","5.89458331180352","63.4324478369229","66.7296079022057","218.702487515646","252.313704804784","14","0","14","0","2","0","2","0","2"
"0","maize","2","ripe3","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","4.99989","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-8.54123300203582e-05","7.02228131465858e-07","-2.98990151938357e-10","1","2007","1","24","18","21","../aci_curves_2021/2021-08-04 ed ripe3.xlsx","2021","217","maize - ripe3 - 2 - 2021","1","0","0.003",NA,"-0.960626816308735","0.5","31.8051887858342","176.482742096748",NA,"","420","12","3","9","17.2845790402435","1.44038158668696","1.20015898392128","1.3858242248746","46.4334216277789","1.37226400823481",NA,"-1.46505452979912","52.2227175220806","242.643419687",NA,NA,"6030","optimizer_deoptim","91.2437944846372","59.2688281845316","43.8381731247094","44.4483768413415","19.2167108138894",NA,NA,NA,NA,NA,NA,NA,NA,"-1.51313970805343","-0.408793885453404",NA,NA,"31.0721478025711","32.5431841419608","167.546297823176","185.929014929258",NA,NA,NA,NA,NA,NA,"-2.30769342044906","-0.623452649322261","51.019096551338","53.4344733545996","230.35683929608","255.630955556769","12","0","12","0","2","0","2","0","2"
"0","maize","1","ripe4","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00522648535208131","8.80926177612275e-07","-7.15438165096332e-11","3","2051","1","25","18","21","../aci_curves_2021/2021-08-04 ed ripe4.xlsx","2021","217","maize - ripe4 - 1 - 2021","1","0","0.003",NA,"-0.219516930728749","0.5","36.3488500425153","144.570209392405",NA,"","420","14","3","11","67.0808399788646","4.7914885699189","2.18894690888539","2.46946516069711","69.6660547400377","1.35822808587508",NA,"-0.330220317748657","58.7271257903044","196.722070080019",NA,NA,"6030","optimizer_deoptim","187.275247181539","148.075341723098","52.1442438505379","51.9924579522038","30.8330273700188",NA,NA,NA,NA,NA,NA,NA,NA,"-1.13543539344701","0.69503581146004",NA,NA,"35.2302381229666","37.4747184711535","133.227989131981","156.935090980147",NA,NA,NA,NA,NA,NA,"-1.70804062885905","1.04554553375491","56.9198371736623","60.5461384070621","181.288288401819","213.54742512694","14","0","14","0","2","0","2","0","2"
"0","maize","5","ripe4","1","0","RECT-12243-20210724-05_20_30","10238.9","302.212","4052.3","0.925422105964514","-0.323430118240924","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00012","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00522648535208131","8.80926177612275e-07","-7.15438165096332e-11","3","2051","1","25","18","21","../aci_curves_2021/2021-08-04 ed ripe4.xlsx","2021","217","maize - ripe4 - 5 - 2021","1","0","0.003",NA,"-1.10621533949971","0.5","33.0828020355891","153.745764862326",NA,"","420","13","3","10","25.0215272828141","1.92473286790877","1.38734742148777","1.58181943605502","53.4046353098278","1.38852794597475",NA,"-1.71382111518939","55.3332878360919","213.903194348523",NA,NA,"6030","optimizer_deoptim","186.390736588723","149.764321749803","49.6550463696601","49.5595592598006","22.7023176549139",NA,NA,NA,NA,NA,NA,NA,NA,"-1.69317689402677","-0.519875257465049",NA,NA,"32.3627211638316","33.8059747791937","145.189514545732","162.824642624101",NA,NA,NA,NA,NA,NA,"-2.62318032404632","-0.805424732142175","54.1289024850761","56.5428445578606","201.999066283573","226.534442800034","13","0","13","0","2","0","2","0","2"
"none","maize","2","ripe2","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00053","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00060172046994075","1.00376383225786e-06","-3.75037554619293e-10","4","2150","2","31","18","21","../aci_curves_2022/2022-08-03 ed aci ripe2.xlsx","2022","215","maize - ripe2 - 2 - 2022","1","0","0.003",NA,"4.3785842956229","0.5","31.1004951962522","128.451211532774",NA,"","420","12","3","9","31.3706009086484","2.61421674238737","1.61685396445918","1.86698214324164","53.5860991299203","1.58375513944863",NA,"8.0832239059259","63.9045901923889","203.999538270668",NA,NA,"6030","optimizer_deoptim","124.61574970326","95.2818055166879","44.1464390311466","42.9887041128302","22.7930495649601",NA,NA,NA,NA,NA,NA,NA,NA,"3.7686376606816","4.98757836914102",NA,NA,"30.2866658453249","31.9236987755445","121.432636693563","135.981996117501",NA,NA,NA,NA,NA,NA,"6.9572126456596","9.2074766600752","62.2323521515035","65.5960901845152","192.85300248146","215.959538957063","12","0","12","0","2","0","2","0","2"
"none","maize","3","ripe2","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00053","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00060172046994075","1.00376383225786e-06","-3.75037554619293e-10","4","2150","2","31","18","21","../aci_curves_2022/2022-08-03 ed aci ripe2.xlsx","2022","215","maize - ripe2 - 3 - 2022","1","0","0.003",NA,"4.68157304241082","0.5","30.9797023504829","130.627149904267",NA,"","420","12","3","9","30.5619322119717","2.54682768433098","1.59587834258473","1.84276158137037","53.2727072690296","1.58402610679196",NA,"8.64453776650775","63.6734512333644","207.490958306039",NA,NA,"6030","optimizer_deoptim","120.264120917569","91.4834492871899","43.3698947581549","42.2667907906906","22.6363536345148",NA,NA,NA,NA,NA,NA,NA,NA,"4.08177793654726","5.28044133194156",NA,NA,"30.1814822130216","31.7869873346959","123.566519064887","138.204497246563",NA,NA,NA,NA,NA,NA,"7.5370144195829","9.750349744472","62.0328469944622","65.3326867060678","196.275701292609","219.526978862432","12","0","12","0","2","0","2","0","2"
"none","maize","5","ripe2","1","0","MPF-918-20220629-11_33_48","10366.9","993.596538461539","3431.87","0.710479552412668","-3.98943453734457","0.5","6","0.5","0: Broadleaf","999.9","0","0","0","0","5.00053","0","0","15","2","0","999.9","1","9999","9999","9999","5","0","0","0","11111111","oooooooo","off","off","off","off","0","100","100","-0.00060172046994075","1.00376383225786e-06","-3.75037554619293e-10","4","2150","2","31","18","21","../aci_curves_2022/2022-08-03 ed aci ripe2.xlsx","2022","215","maize - ripe2 - 5 - 2022","1","0","0.003",NA,"3.69520101687256","0.5","25.8460729852454","137.129889838856",NA,"","420","12","3","9","18.6246477583643","1.55205397986369","1.24581458486554","1.43854277186496","47.3294752208665","1.58269747792527",NA,"6.81557433994586","53.0524645842537","217.636251232727",NA,NA,"6030","optimizer_deoptim","211.702805260214","183.355216690975","40.7871092117047","40.4628923133577","19.6647376104332",NA,NA,NA,NA,NA,NA,NA,NA,"3.2477422601787","4.14220611257373",NA,NA,"25.3098831091299","26.3846366655965","129.052362596565","145.796420165532",NA,NA,NA,NA,NA,NA,"5.99026378001106","7.64004814967229","51.9518643333261","54.157937380624","204.816560716617","231.390737389676","12","0","12","0","2","0","2","0","2"
