"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","Ci","Ameas","Amodel","Ac","Aj","Ap","Rd","VPD","Tleaf","Cc","PPFD","Patm","Ci_original","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"NA","NA","NA","NA","NA","NA","NA","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_johnson","calculate_temperature_response_johnson","NA","NA","NA","","","","","","","","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","identify_c3_limits","identify_c3_limits","identify_c3_limits","identify_c3_limits"
"micromol mol^(-1)","mol m^(-2) s^(-1) bar^(-1)","degrees C","bar","percent","micromol m^(-2) s^(-1)","","micromol mol^(-1)","mmol mol^(-1)","micromol mol^(-1)","normalized to Vcmax at 25 degrees C","normalized to J at 25 degrees C","normalized to RL at 25 degrees C","normalized to gmc at 25 degrees C","normalized to Tp at 25 degrees C","NA","NA","NA","dimensionless","dimensionless","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","kPa","degrees C","micromol mol^(-1)","micromol m^(-2) s^(-1)","kPa","micromol mol^(-1)","micromol m^(-2) s^(-1)","","","",""
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","25","-2.20013652668743","-2.20022345624551","-2.20013652668743","-1.3309278753535",NA,"1.3309278753535","1.5","25","24.9977975741179","1800","100","25","8.69295580878671e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","33","-1.61442125937913","-1.61444961155275","-1.61442125937913","-1.3309278753535",NA,"1.3309278753535","1.5","25","32.9983839343228","1800","100","33","2.83521736190728e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","41","-1.04299552921669","-1.04300475770576","-1.04299552921669","-0.144702542731389",NA,"1.3309278753535","1.5","25","40.9989559511935","1800","100","41","9.22848906381724e-06","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","47","-0.623492018962152","-0.623515988591377","-0.623492018962151","1.46425755525224",NA,"1.3309278753535","1.5","25","46.9993758598713","1800","100","47","2.3969629225129e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","53","-0.211526467900345","-0.211566465369473","-0.211526467900345","2.92105665673952",NA,"1.3309278753535","1.5","25","52.9997882217564","1800","100","53","3.99974691274174e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","68","0.786712862958188","0.786627247194268","0.786712862958188","6.02402687050241",NA,"1.3309278753535","1.5","25","68.0007874146619","1800","100","68","8.56157639199662e-05","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","81","1.61704037999984","1.61690892064074","1.61704037999984","8.22712049891952",NA,"1.3309278753535","1.5","25","81.0016185274481","1800","100","81","0.00013145935909642","TRUE","FALSE","FALSE","Ac"
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0.102921696189342","0","0.356153268003836","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","107","3.18797076826733","3.18773042871314","3.18797076826733","11.6833244803379",NA,"1.3309278753535","1.5","25","107.00319092135","1800","100","107","0.000240339554184565","TRUE","FALSE","FALSE","Ac"
