"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","A","TleafCnd.1","Ci","Qin.1","C_i","A_net","PPFD","T_leaf","C","V_cmax_pred","J_max_pred","V_TPU_part","Ac","Aj","Ap","W_carbox","W_regen","W_tpu","A_model","A_residuals","Ac_limiting","Aj_limiting","Ap_limiting","limiting_process"
"NA","NA","NA","NA","NA","NA","NA","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_johnson","calculate_temperature_response_johnson","NA","NA","NA","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fit_c3_aci_photosynthesis","fit_c3_aci_photosynthesis","fit_c3_aci_photosynthesis","NA","NA","NA","fit_c3_aci_photosynthesis","fit_c3_aci_photosynthesis","identify_c3_limits","identify_c3_limits","identify_c3_limits","identify_c3_limits"
"micromol mol^(-1)","mol m^(-2) s^(-1) bar^(-1)","degrees C","bar","percent","micromol m^(-2) s^(-1)","","micromol mol^(-1)","mmol mol^(-1)","micromol mol^(-1)","normalized to Vcmax at 25 degrees C","normalized to J at 25 degrees C","normalized to RL at 25 degrees C","normalized to gmc at 25 degrees C","normalized to Tp at 25 degrees C","NA","NA","NA","dimensionless","dimensionless","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","NA","NA","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","","","",""
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","-2.47846441609301","298.15","25","1800","25","-2.47846441609301","1800","298.15","25","-0.0186681860072348","-0.120786048051935","1","-2.47846441609301","-5.68683843047714",NA,"-0.874309308134439","-4.08268332251857","3000","-2.47846441609301","-8.88178419700125e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","-1.88931207696453","298.15","33","1800","33","-1.88931207696453","1800","298.15","33","-0.00608864996533247","-0.0369017572471199","1","-1.88931207696453","-2.85146960590179",NA,"-0.285156969005963","-1.24731449794322","3000","-1.88931207696453","-6.66133814775094e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","-1.31453312829458","298.15","41","1800","41","-1.31453312829458","1800","298.15","41","0.00618398653411062","0.0353003761792635","1","-1.31453312829458","-0.410968813431059",NA,"0.28962197966399","1.19318629452751","3000","-1.31453312829458","-6.66133814775094e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","-0.892567903664401","298.15","47","1800","47","-0.892567903664401","1800","298.15","47","0.0151937559929182","0.0831807368108302","1","-0.8925679036644","1.20743292236064",NA,"0.71158720429417","2.81158803031921","3000","-0.8925679036644","-5.55111512312578e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","-0.478184872189374","298.15","53","1800","53","-0.478184872189374","1800","298.15","53","0.0240416310387917","0.126533002932512","1","-0.478184872189374","2.67278075634452",NA,"1.1259702357692","4.27693586430309","3000","-0.478184872189374","-4.44089209850063e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","0.525912288344081","298.15","68","1800","68","0.525912288344081","1800","298.15","68","0.0454810374225249","0.218872976465832","1","0.525912288344082","5.79395970065597",NA,"2.13006739630265","7.39811480861454","3000","0.525912288344082","-6.66133814775094e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","1.36111230140835","298.15","81","1800","81","1.36111230140835","1800","298.15","81","0.0633141647289213","0.284433904649143","1","1.36111230140835","8.00998143842946",NA,"2.96526740936692","9.61413654638803","3000","1.36111230140835","-6.66133814775094e-16","TRUE","FALSE","FALSE","Ac"
"420","Inf","298.15","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","2.94126116300299","298.15","107","1800","107","2.94126116300299","1800","298.15","107","0.0970533833245825","0.387285611943784","1","2.94126116300299","11.4864669832155",NA,"4.54541627096156","13.0906220911741","3000","2.94126116300299","-8.88178419700125e-16","TRUE","FALSE","FALSE","Ac"
