"Ca","gmc","TleafCnd","total_pressure","oxygen","Qin","curve_identifier","Kc","Ko","Gamma_star","Vcmax_norm","J_norm","RL_norm","gmc_norm","Tp_norm","true_n_Ac_limiting","true_n_Aj_limiting","true_n_Ap_limiting","true_alpha_g","true_alpha_old","true_alpha_s","true_J_at_25","true_RL_at_25","true_Tp_at_25","true_Vcmax_at_25","RSS_reported","Ci_transition","Ci_transition2","Tcorrect","Rd_measured","GammaStar","Km","kminput","gstarinput","fitmethod","citransition","gmeso","fitTPU","alphag","Vcmax","Vcmax_err","Qin_avg","alpha","theta","Rd","Rd_err","ci_star","A_transition","Jmax","Jmax_err","J","J_err","TPU","TPU_err","J_lower","J_upper","Rd_lower","Rd_upper","TPU_lower","TPU_upper","Vcmax_lower","Vcmax_upper","admissible","npts","nparam","dof","RSS","MSE","RMSE","RSE","AIC"
"NA","NA","NA","NA","NA","NA","NA","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_arrhenius","calculate_temperature_response_johnson","calculate_temperature_response_johnson","NA","NA","NA","","","","","","","","NA","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","NA","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","fit_c3_aci_plantecophys","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats","residual_stats"
"micromol mol^(-1)","mol m^(-2) s^(-1) bar^(-1)","degrees C","bar","percent","micromol m^(-2) s^(-1)","","micromol mol^(-1)","mmol mol^(-1)","micromol mol^(-1)","normalized to Vcmax at 25 degrees C","normalized to J at 25 degrees C","normalized to RL at 25 degrees C","normalized to gmc at 25 degrees C","normalized to Tp at 25 degrees C","NA","NA","NA","dimensionless","dimensionless","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","micromol mol^(-1)","micromol mol^(-1)","","","micromol mol^(-1)","micromol mol^(-1)","","","","micromol mol^(-1)","mol m^(-2) s^(-1)","","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","dimensionless","dimensionless","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol mol^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)","NA","NA","NA","(micromol m^(-2) s^(-1))^2","(micromol m^(-2) s^(-1))^2","micromol m^(-2) s^(-1)","micromol m^(-2) s^(-1)",""
"420","Inf","25","1","21","1800","Curve 1","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","17","0","0","0","0.366166198687861","0","145.547406748333","1.60244125088677","16.4606548431143","46.7736513387645","0.0969757173094699","1328.99999982962",NA,"FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","46.8341866636427","2.32557590759523e-15","1800","0.36125","0.7","1.60415510795857","6.68437753196134e-16","60.0613697356946","29.2181786985683","145.851433760179",NA,"135.203805021027",NA,NA,NA,NA,NA,"1.60415510795857","1.60415510795857",NA,NA,"46.8341866636427","46.8341866636427","FALSE","17","4","13","0.0969757173094699","0.00570445395938058","0.0755278356593156","0.0863693844036584","-29.586726090176"
"420","Inf","25","1","21","1800","Curve 2","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","14","0","3","0","0.714740334481467","0","125.950158981257","0.809220046047121","5.80910727549344","35.0804832506692","0.271113865253814","36.9443727921628","400.000077544781","FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","35.1258850610835","1.18606514123065e-15","1800","0.36125","0.7","0.810085530193761","2.54421021170642e-16","52.3306408799039","-0.810086097569396",NA,NA,NA,NA,"6.314967158296",NA,NA,NA,"0.81008553019376","0.810085530193761",NA,NA,"35.1258850610835","35.1258850610835","FALSE","17","4","13","0.271113865253815","0.015947874426695","0.126284893897469","0.144412301109815","-12.1093951691104"
"420","Inf","25","1","21","1800","Curve 3","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","8","0","9","0","0.170914703460876","0","124.681234126352","2.27772794398945","3.14690385617316","95.9278383455239","34.4111333204742","49.3382819546605","400.000077544781","FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","96.051989928582","1.22997039215849e-14","1800","0.36125","0.7","2.28016403962933","1.57352677109174e-16",NA,"-0.505493760081125","73.9179089009098",NA,"71.2848346079311",NA,"3.23465680477281",NA,NA,NA,"2.28016403962933","2.28016403962933",NA,NA,"96.051989928582","96.0519899285821","FALSE","17","4","13","34.4111333204742","2.02418431296907","1.42273831500001","1.62696350771033","70.231745915943"
"420","Inf","25","1","21","1800","Curve 4","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","13","4","0","0","0.0879026424675249","0","184.216428957321","0.970993463299237","17.5572359490581","84.4920419288101","0.00757693743156234","573.839879035293",NA,"FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","84.6013930925827","4.88039847599559e-15","1800","0.36125","0.7","0.972031968775074","8.62179654162744e-16","44.5203422370196","36.8623157477381","206.303101223379",NA,"184.404264283186",NA,NA,NA,NA,NA,"0.972031968775073","0.972031968775076",NA,NA,"84.6013930925827","84.6013930925827","FALSE","17","4","13","0.00757693743156234","0.000445702201856608","0.0211116603292258","0.0241421072172545","-72.9257020136874"
"420","Inf","25","1","21","1800","Curve 5","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0.029626364329597","0","188.570318754599","1.26797972631175","9.02404085695744","109.193462848081","4.30330904273141","211.210072541591","400.000077544781","FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","109.334783047785","5.71534423235743e-15","1800","0.36125","0.7","1.26933586714976","4.64557835084147e-16","44.6009074187149","21.5682429231407","164.633089995148",NA,"150.943697509497",NA,"9.07356110446628",NA,NA,NA,"1.26933586714976","1.26933586714976",NA,NA,"109.334783047785","109.334783047785","FALSE","17","4","13","4.30330904273141","0.253135826043024","0.503126053830473","0.575346654216222","34.8888158967438"
"420","Inf","25","1","21","1800","Curve 6","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","6","11","0","0","0.251907948475564","0","83.5909694038099","1.46516326073557","8.17190252667293","96.8063829514431","0.000468751452210243","74.9797355501845",NA,"FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","96.9316715631833","1.02679506201577e-14","1800","0.36125","0.7","1.46673029504299","2.40848183672641e-16","46.9638017241526","3.82509162667744","87.3835960821865",NA,"83.6762025019989",NA,NA,NA,NA,NA,"1.46673029504299","1.46673029504299",NA,NA,"96.9316715631833","96.9316715631833","FALSE","17","4","13","0.000468751452210243","2.75736148358966e-05","0.00525105844910306","0.00600481506927337","-120.233160724808"
"420","Inf","25","1","21","1800","Curve 7","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","0","17","0","0","0.560209834094858","0","31.4785098014632","1.89063093741192","12.0353985546716","95.2503358495887","0.00172075923673687","36.9443853847634","1317.53635844756","FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","49.4890648913953","1.78509449866703","1800","0.36125","0.7","1.90764388330266","0.021217220916681","72.2445694860644","-1.90764373628114","32.0822121272874",NA,"31.5980450086139",NA,"2.42342677649814",NA,NA,NA,"1.86605813030597","1.94922963629936",NA,NA,"45.9902796740079","52.9878501087827","FALSE","17","4","13","0.00172075923673687","0.000101221131572757","0.0100608713128017","0.0115050465072335","-98.1255410903617"
"420","Inf","25","1","21","1800","Curve 8","269.339066927749","163.714641783332","36.9443833189131","1.00129421850007","1.00101964481088","1.00106952880229","1.00136162647762","1.0009327459823","11","0","6","0","0.736351215501782","0","136.742220030655","1.71116492936853","2.68600964946672","55.3990659936098","11.8648139317023","162.659742717681","400.000077544781","FALSE","FALSE","36.9443833189131","614.82560031725","TRUE","TRUE","bilinear",NA,NA,"TRUE","0","55.4707644897051","7.1806672020894e-15","1800","0.36125","0.7","1.71299506954596","4.34345051503771e-16",NA,"7.16753535934748","69.853631250625",NA,"67.5075185798757",NA,"3.03694398571814",NA,NA,NA,"1.71299506954596","1.71299506954596",NA,NA,"55.4707644897051","55.4707644897051","FALSE","17","4","13","11.8648139317023","0.697930231276609","0.83542218744573","0.955341820892572","52.1300958100446"
